Entry	Gene names	Gene ontology IDs	Pathway	Keywords	Protein names
A0A1H6PQE8	B0I71DRAFT_127729 YALI1_E24513g YALI2_E01355g	GO:0008168; GO:0032259		Coiled coil;Methyltransferase;Transferase	Methyltransferase YMR310C (EC 2.1.1.-) (Putative RNA methyltransferase)
A0A1D8N7R7	B0I71DRAFT_130210 YALI1_B17990g YALI2_C00817g	GO:0005886; GO:0008496; GO:0016021; GO:0016052; GO:0071555		Cell wall biogenesis/degradation;Glycoprotein;Glycosidase;Hydrolase;Membrane;Signal;Transmembrane;Transmembrane helix	Mannan endo-1,6-alpha-mannosidase (EC 3.2.1.101)
A0A1D8NEL6	B0I71DRAFT_132219 YALI1_D17970g YALI2_D00825g	GO:0004198		Hydrolase;Protease	Calpain-like protease palB/RIM13 (EC 3.4.22.-) (Rim13 protein)
A0A1H6PS36	B0I71DRAFT_10697 YALI1_B01711g YALI2_B00016g	GO:0003713			Uncharacterized protein
A0A1D8NCD2	B0I71DRAFT_100277 YALI1_C31900g YALI2_B00300g	GO:0043666			TIP41-like family-domain-containing protein (Type 2A phosphatase activator tip41)
A0A1D8NJT4	B0I71DRAFT_131432 YALI1_E28545g YALI2_E01279g	GO:0003951; GO:0006741; GO:0019674		Kinase;NAD;NADP;Transferase	ATP-NAD kinase-like domain-containing protein (Kinase) (EC 2.7.1.-)
A0A1H6Q7Q3	YALI1_D32494g YALI2_D00523g	GO:0005789; GO:0015031; GO:0016021		Endoplasmic reticulum;Membrane;Protein transport;Translocation;Transmembrane;Transmembrane helix;Transport	Stress-associated endoplasmic reticulum protein
A0A1H6PRX2	B0I71DRAFT_130313 YALI1_B25744g YALI2_C00530g	GO:0005743; GO:0032979; GO:0043022			Mitochondrial inner membrane protein Mba1
A0A1D8NDI2	B0I71DRAFT_15332 YALI1_D08734g YALI2_D00129g	GO:0005743; GO:0016021; GO:0055085		Membrane;Mitochondrion;Mitochondrion inner membrane;Repeat;Transmembrane;Transmembrane helix;Transport	Amino-acid transporter arg-13 (Mitochondrial carrier domain-containing protein)
A0A1D8N7A0	B0I71DRAFT_127022 YALI1_B13328g				Uncharacterized protein
A0A1H6PKX9	B0I71DRAFT_132645 YALI1_F22219g YALI2_F00644g	GO:0005634; GO:0043565		Nucleus	Translin
A0A1D8NM89	B0I71DRAFT_134199 YALI1_F09456g YALI2_F00126g	GO:0003743; GO:0005669; GO:0006352		Initiation factor;Nucleus;Protein biosynthesis;Transcription;Transcription regulation	TBP-associated factor 4 (Transcription initiation factor TFIID subunit 4)
A0A1H6PTS0	B0I71DRAFT_163293 YALI1_F31439g YALI2_E00708g	GO:0005786; GO:0006614; GO:0008312; GO:0030942		Cytoplasm;RNA-binding	Signal recognition particle, SRP9/SRP14 subunit
A0A1H6Q2D4	B0I71DRAFT_127627 YALI1_F28897g YALI2_E01079g	GO:0003723; GO:0046872		Metal-binding;RNA-binding;Zinc;Zinc-finger	RNA-binding protein
A0A1D8NL73	YALI1_E40785g YALI2_F00465g	GO:0016279		Methyltransferase;Transferase	Ribosomal lysine N-methyltransferase set10 (EC 2.1.1.-)
A0A1D8NL08	B0I71DRAFT_135088 YALI1_E39171g YALI2_F00434g			Signal	Uncharacterized protein
A0A1H6PQ92	B0I71DRAFT_42106 YALI1_C00116g YALI2_C00002g				Uncharacterized protein
A0A1D8NCG1	B0I71DRAFT_136509 YALI1_C32517g YALI2_B00310g	GO:0005524; GO:0016021; GO:0042626		ATP-binding;Disulfide bond;EGF-like domain;Membrane;Nucleotide-binding;Signal;Transmembrane;Transmembrane helix;Transport	ABC transporter G family member
A0A1H6PXR8	B0I71DRAFT_130651 YALI1_D18833g YALI2_D00815g	GO:0001100; GO:0005096; GO:1990334		Coiled coil	Protein byr4
A0A371CDG6	B0I71DRAFT_127670 YALI2_E01071g			Coiled coil	Histidine phosphatase superfamily (Transcription factor tau 55 kDa subunit)
A0A1D8NH09	B0I71DRAFT_130694 YALI1_E04544g	GO:0005634		Nucleus	Uncharacterized protein
A0A371C989	B0I71DRAFT_130247 YALI2_C00805g	GO:0016021; GO:0016042; GO:0016787		Hydrolase;Lipid degradation;Lipid metabolism;Membrane;Signal;Transmembrane;Transmembrane helix	Lipase (EC 3.1.-.-) (Putative serine esterase-domain-containing protein)
A0A1D8N7P8	B0I71DRAFT_130216 YALI1_B18134g			Metal-binding;Zinc;Zinc-finger	pH-response transcription factor pacC/RIM101
A0A1H6Q563	B0I71DRAFT_128552 YALI1_E07508g YALI2_E00141g	GO:0004408; GO:0005743; GO:0046872		Heme;Iron;Lyase;Membrane;Metal-binding;Mitochondrion;Mitochondrion inner membrane	Holocytochrome c-type synthase (EC 4.4.1.17)
A0A1H6PSM9	B0I71DRAFT_130201 YALI1_B17838g YALI2_C00393g	GO:0046872; GO:0051536; GO:0097573		Iron;Iron-sulfur;Metal-binding	Monothiol glutaredoxin-3 (Thioredoxin-like protein)
A0A1H6PRG9	YALI1_C18011g YALI2_B00119g	GO:0004408; GO:0005743; GO:0046872		Heme;Iron;Lyase;Membrane;Metal-binding;Mitochondrion;Mitochondrion inner membrane	Holocytochrome c-type synthase (EC 4.4.1.17)
A0A1D8NGJ7	B0I71DRAFT_111666 YALI1_E00869g YALI2_E01756g				Uncharacterized protein
A0A1H6Q8B4	B0I71DRAFT_136092 YALI1_A08787g YALI2_A00137g	GO:0016021		Membrane;Signal;Transmembrane;Transmembrane helix	Membrane protein TMS1 (Serine incorporator/TMS membrane protein)
A0A1D8N9X1	B0I71DRAFT_135392 YALI1_C07894g YALI2_C00103g	GO:0016021; GO:0022857		Membrane;Transmembrane;Transmembrane helix	MFS siderochrome iron transporter C (Major facilitator superfamily domain-containing protein)
A0A1D8N7C9	B0I71DRAFT_91826 YALI1_B14492g YALI2_C00871g			Signal	Heterokaryon incompatibility protein Het-C-domain-containing protein
A0A371CDJ8	B0I71DRAFT_45818 YALI2_C00466g	GO:0004784; GO:0005840; GO:0046872		Coiled coil;Ribonucleoprotein;Ribosomal protein	37S ribosomal protein S26A (Manganese/iron superoxide dismutase)
A0A1H6Q8E2	B0I71DRAFT_131104 YALI1_A07649g YALI2_A00119g	GO:0106306; GO:0106307		Hydrolase;Manganese	Serine/threonine-protein phosphatase (EC 3.1.3.16)
A0A1D8N977	YALI1_C01720g YALI2_C01187g			ANK repeat	Ankyrin repeat-containing protein
A0A1D8N553	B0I71DRAFT_165187 YALI1_A16618g	GO:0004767; GO:0005576; GO:0006685; GO:0016798; GO:0046872		Disulfide bond;Glycosidase;Hydrolase;Membrane;Metal-binding;Signal-anchor;Transmembrane;Zinc	Sphingomyelin phosphodiesterase
A0A1D8NGN4	B0I71DRAFT_126384 YALI1_E01694g	GO:0005743; GO:0016021		Coiled coil;Membrane;Mitochondrion;Mitochondrion inner membrane;Transit peptide;Transmembrane;Transmembrane helix	Sensitive to high expression protein 9, mitochondrial
A0A1H6PSE9	B0I71DRAFT_126485 YALI1_E03387g YALI2_E01707g	GO:0004409; GO:0005739; GO:0019878; GO:0046872; GO:0051539	PATHWAY: Amino-acid biosynthesis; L-lysine biosynthesis via AAA pathway; L-alpha-aminoadipate from 2-oxoglutarate: step 3/5. {ECO:0000256|ARBA:ARBA00005106, ECO:0000256|RuleBase:RU362038}.	Amino-acid biosynthesis;Iron;Iron-sulfur;Lyase;Lysine biosynthesis;Metal-binding;Mitochondrion;Transit peptide	Homoaconitase, mitochondrial (EC 4.2.1.36) (Homoaconitate hydratase)
A0A371BYJ9	B0I71DRAFT_136429 YALI2_D00622g				F-box domain-containing protein
A0A371CDL8	B0I71DRAFT_127462 YALI2_C00465g	GO:0016021		Membrane;Transmembrane;Transmembrane helix	Uncharacterized protein
A0A371C1G1	B0I71DRAFT_134690 YALI2_B00237g	GO:0004725			Protein-tyrosine phosphatase-like protein
A0A1D8NDF1	B0I71DRAFT_135003 YALI1_D08000g YALI2_D00117g	GO:0016021; GO:0030148; GO:0042284	PATHWAY: Lipid metabolism; sphingolipid metabolism. {ECO:0000256|PIRNR:PIRNR017228}.	Lipid metabolism;Membrane;Oxidoreductase;Sphingolipid metabolism;Transmembrane;Transmembrane helix	Sphingolipid delta(4)-desaturase (EC 1.14.19.17)
A0A1D8NNI7	YALI1_F19126g YALI2_F00693g	GO:0005096; GO:0006355; GO:0008270; GO:0043565		Metal-binding;Zinc;Zinc-finger	Uncharacterized protein
A0A1D8NEL9	B0I71DRAFT_132216 YALI1_D17899g YALI2_D00294g	GO:0006260; GO:0006281; GO:0035101		Chromosome;Coiled coil;DNA damage;DNA repair;DNA replication;Nucleus;Transcription;Transcription regulation	FACT complex subunit
V5YNE0	SAC1 B0I71DRAFT_136620 YALI1_D07665g YALI2_D00112g	GO:0016021; GO:0016791		Hydrolase;Membrane;Transmembrane;Transmembrane helix	Phosphoinositide phosphatase (Phosphoinositide phosphatase SAC1) (EC 3.1.3.-) (SacI homology domain-domain-containing protein)
A0A1H6PX41	B0I71DRAFT_127320 YALI1_F09803g YALI2_F00130g	GO:0006397; GO:0008380; GO:0030532		Nucleus;Ribonucleoprotein;Viral nucleoprotein;Virion;mRNA processing;mRNA splicing	Small nuclear ribonucleoprotein Sm D2 (Sm-D2) (snRNP core protein D2)
A0A1D8N675	B0I71DRAFT_134792 YALI1_B04248g	GO:0004707; GO:0005524; GO:0106310; GO:0106311		ATP-binding;Kinase;Magnesium;Nucleotide-binding;Serine/threonine-protein kinase;Transferase	Mitogen-activated protein kinase (EC 2.7.11.24)
A0A371C0X0	B0I71DRAFT_87000 YALI2_D00121g	GO:0004439; GO:0046856		Hydrolase	Phosphoinositide 5-phosphatase (EC 3.1.3.36)
A0A1D8NGA5	YALI1_D33988g YALI2_D00542g	GO:0046872		Bromodomain;Metal-binding;Repeat;Zinc;Zinc-finger	NuA3 HAT complex component NTO1
A0A1H6Q0A4	B0I71DRAFT_130334 YALI1_F12422g YALI2_F00804g	GO:0005840		Ribonucleoprotein;Ribosomal protein	54S ribosomal protein L49
A0A1D8NMR0	B0I71DRAFT_130377 YALI1_F13039g	GO:0004852; GO:0006780; GO:0006782	PATHWAY: Porphyrin-containing compound metabolism; protoporphyrin-IX biosynthesis; coproporphyrinogen-III from 5-aminolevulinate: step 3/4. {ECO:0000256|ARBA:ARBA00004772}.		Hydroxymethylbilane hydrolyase [cyclizing] (EC 4.2.1.75) (Uroporphyrinogen-III cosynthase)
A0A371CCH5	B0I71DRAFT_144982 YALI2_E00330g	GO:0008453		Aminotransferase;Pyridoxal phosphate;Transferase	Alanine--glyoxylate transaminase (EC 2.6.1.44)
A0A1D8NIA7	YALI1_E16451g YALI2_E00276g	GO:0001522; GO:0003723; GO:0006396; GO:0009982		Coiled coil;Isomerase;Ribonucleoprotein;Ribosome biogenesis;Viral nucleoprotein;Virion	H/ACA ribonucleoprotein complex subunit CBF5
A0A1D8NQH8	BMT2 B0I71DRAFT_126786 YALI1_F37685g YALI2_E00921g	GO:0005730; GO:0016433		Coiled coil;Methyltransferase;Nucleus;S-adenosyl-L-methionine;Transferase	25S rRNA adenine-N(1) methyltransferase (EC 2.1.1.-)
A0A371C1E1	B0I71DRAFT_135438 YALI2_D00231g				Ubiquitin-conjugating enzyme E2-binding protein
A0A1H6PVX2	B0I71DRAFT_134422 YALI1_B22883g YALI2_C00490g	GO:0016021; GO:0047560		Membrane;Oxidoreductase;Transmembrane;Transmembrane helix	3-ketodihydrosphingosine reductase TSC10 (EC 1.1.1.102)
A0A1D8NFN1	B0I71DRAFT_140362 YALI1_D28064g				Uncharacterized protein
A0A371C6C2	B0I71DRAFT_131816 YALI2_D00065g	GO:0015031; GO:0016020		Membrane;Protein transport;Transport	Component of oligomeric Golgi complex 4 (Conserved oligomeric Golgi complex subunit 4)
A0A1D8NNK2	B0I71DRAFT_126512 YALI1_F19938g	GO:0016021		Membrane;Transmembrane;Transmembrane helix	PQ loop repeat-domain-containing protein
A0A371C1A3	B0I71DRAFT_134784 YALI2_B00600g	GO:0016021; GO:0022857		Membrane;Transmembrane;Transmembrane helix	Major facilitator superfamily domain-containing protein (Multidrug resistance protein fnx1)
A0A1D8NJ72	B0I71DRAFT_136998 YALI1_E23790g YALI2_E00402g	GO:0016787		Hydrolase	AB hydrolase superfamily protein YfhM (EC 3.-.-.-) (Alpha/Beta hydrolase protein)
A0A1D8NEX3	B0I71DRAFT_136915 YALI1_D21167g YALI2_D00785g	GO:0000502; GO:0005524; GO:0005737; GO:0016787; GO:0030163; GO:0036402		ATP-binding;Coiled coil;Hydrolase;Nucleotide-binding;Proteasome	26S proteasome regulatory subunit 8 (P-loop containing nucleoside triphosphate hydrolase protein)
A0A1D8NIU3	YALI1_E20666g YALI2_E01415g	GO:0000030; GO:0005789; GO:0006506; GO:0016021	PATHWAY: Glycolipid biosynthesis; glycosylphosphatidylinositol-anchor biosynthesis. {ECO:0000256|ARBA:ARBA00004687, ECO:0000256|RuleBase:RU366056}.	Endoplasmic reticulum;GPI-anchor biosynthesis;Membrane;Transmembrane;Transmembrane helix	Protein PBN1
A0A1H6PVZ4	B0I71DRAFT_136634 YALI1_A09121g YALI2_A00139g	GO:0004829; GO:0005524; GO:0005737; GO:0006435		ATP-binding;Aminoacyl-tRNA synthetase;Ligase;Nucleotide-binding;Protein biosynthesis	Threonyl-tRNA synthetase (EC 6.1.1.3)
A0A1D8NNE8	B0I71DRAFT_111997 YALI1_F18979g YALI2_F00696g	GO:0004622; GO:0009395; GO:0102545		Hydrolase;Lipid degradation;Lipid metabolism;Signal	Lysophospholipase (EC 3.1.1.5)
A0A1D8NQR9	YALI1_F39426g YALI2_E00877g	GO:0005524; GO:0016021; GO:0042626		ATP-binding;Membrane;Nucleotide-binding;Transmembrane;Transmembrane helix;Transport	Metal resistance protein YCF1
A0A1H6PWQ1	B0I71DRAFT_171508 YALI1_B21935g	GO:0016021		Membrane;Transmembrane;Transmembrane helix	Uncharacterized protein
A0A371C2G5	B0I71DRAFT_134175 YALI2_B00608g	GO:0004430; GO:0016021; GO:0048015		Kinase;Membrane;Transferase;Transmembrane;Transmembrane helix	Kinase-like domain-containing protein (Phosphatidylinositol 4-kinase PIK1) (EC 2.7.1.67)
A0A1D8NKY8	B0I71DRAFT_133870 YALI1_E38491g YALI2_F00421g				Protein MSS51
A0A1D8N4P3	B0I71DRAFT_135873 YALI1_A13566g YALI2_A00211g	GO:0005840		Ribonucleoprotein;Ribosomal protein	37S ribosomal protein S35 (Eukaryotic mitochondrial regulator protein-domain-containing protein)
A0A371CBI7	B0I71DRAFT_128710 YALI2_E01040g	GO:0004361; GO:0050660		FAD;Flavoprotein;Oxidoreductase	Acyl-CoA dehydrogenase/oxidase (Glutaryl-CoA dehydrogenase) (EC 1.3.8.6)
A0A1H6Q4U4	B0I71DRAFT_131489 YALI1_C21603g	GO:0005524; GO:0005525; GO:0016787		ATP-binding;Coiled coil;Hydrolase;Nucleotide-binding	P-loop containing nucleoside triphosphate hydrolase protein
A0A1H6PNH0	B0I71DRAFT_128766 YALI1_F32002g YALI2_E01016g	GO:0006784; GO:0016021; GO:0016653		Membrane;Transmembrane;Transmembrane helix	Cytochrome c oxidase assembly protein COX15 (Cytochrome oxidase assembly protein-domain-containing protein)
A0A1H6Q7Q5	B0I71DRAFT_133264 YALI1_A02561g YALI2_A00655g	GO:0000172; GO:0001682; GO:0003676; GO:0004526; GO:0005655		Hydrolase;Nucleus;tRNA processing	Ribonuclease P (EC 3.1.26.5)
A0A1H6PXS0	YALI1_D19058g YALI2_D00310g				Usp domain-containing protein
A0A1D8NGX8	B0I71DRAFT_136862 YALI1_E04007g	GO:0005739; GO:0045277		Disulfide bond;Mitochondrion	Cytochrome oxidase c subunit VIb-domain-containing protein
A0A371CFQ2	B0I71DRAFT_126476 YALI2_E01709g	GO:0000055; GO:0005730; GO:0015031; GO:0030036; GO:0042273		Nucleus;Protein transport;Ribosome biogenesis;Transport	Protein SDA1
A0A1D8N705	B0I71DRAFT_43370 YALI1_B11484g YALI2_C00913g	GO:0005634; GO:0007062; GO:0008278		Nucleus	Cohesin subunit rad21 (Rec8 like protein-domain-containing protein)
A0A1H6PJD5	B0I71DRAFT_129597 YALI1_C10730g YALI2_C00140g	GO:0005730		Nucleus	Protein MAK16
A0A1D8N636	B0I71DRAFT_131786 YALI1_B02931g	GO:0003723; GO:0006364; GO:0008168; GO:0032259		Coiled coil;Methyltransferase;RNA-binding;S-adenosyl-L-methionine;Transferase;rRNA processing	rRNA adenine N(6)-methyltransferase (EC 2.1.1.-)
A0A1H6PYK1	B0I71DRAFT_128175 YALI1_E20159g YALI2_E00338g	GO:0004305		Kinase;Transferase	Ethanolamine kinase (EC 2.7.1.82) (Kinase-like domain-containing protein)
A0A1D8N4H0	YALI1_A11500g YALI2_A00512g	GO:0000724; GO:0005634; GO:0008270; GO:0019789; GO:0030915	PATHWAY: Protein modification; protein sumoylation. {ECO:0000256|ARBA:ARBA00004718}.	Coiled coil;Metal-binding;Zinc;Zinc-finger	SP-RING-type domain-containing protein
A0A371C8J5	B0I71DRAFT_130560 YALI2_D00400g	GO:0004474; GO:0006097; GO:0006099	PATHWAY: Carbohydrate metabolism; glyoxylate cycle; (S)-malate from isocitrate: step 2/2. {ECO:0000256|RuleBase:RU000555}.	Acyltransferase;Glyoxylate bypass;Transferase;Tricarboxylic acid cycle	Malate synthase (EC 2.3.3.9)
A0A1D8NKQ6	B0I71DRAFT_127917 YALI1_E36887g YALI2_E01122g			Metal-binding;Zinc;Zinc-finger	RING finger protein
A0A1H6PP85	B0I71DRAFT_132064 YALI1_E35067g YALI2_E01162g	GO:0005452; GO:0016021		Membrane;Transmembrane;Transmembrane helix	Bicarbonate transporter (Transporter)
A0A1D8NL70	B0I71DRAFT_163235 YALI1_E40671g YALI2_F00505g	GO:0004096; GO:0006979; GO:0020037; GO:0042744; GO:0046872		Heme;Hydrogen peroxide;Iron;Metal-binding;Oxidoreductase;Peroxidase	Catalase T (EC 1.11.1.6) (Catalase-like domain-containing protein)
Q7Z8Q0	FBP1 YALI1_A15925g	GO:0005975; GO:0042132; GO:0046872		Carbohydrate metabolism;Hydrolase;Magnesium;Metal-binding	Fructose-bisphosphatase (EC 3.1.3.11)
A0A1D8NJV6	YALI1_E28957g YALI2_E01274g	GO:0005794; GO:0016021; GO:0016192; GO:0031267		Membrane;Transmembrane;Transmembrane helix	Protein YIP
A0A1D8NN08	B0I71DRAFT_128453 YALI1_F15905g YALI2_F00739g			Signal	Uncharacterized protein
A0A1D8NH58	B0I71DRAFT_133234 YALI1_E05833g YALI2_E01660g	GO:0003676; GO:0004816; GO:0005524; GO:0006421		Coiled coil;Ligase;Nucleotide-binding;Protein biosynthesis	Asparaginyl-tRNA synthetase (EC 6.1.1.22)
A0A1H6PVG2	B0I71DRAFT_127097 YALI1_B14615g YALI2_C00341g				Actin-like protein ARP9
A0A1H6PWW4	B0I71DRAFT_125956 YALI1_A00447g YALI2_A00689g	GO:0005634; GO:0080009		Coiled coil;Nucleus	Uncharacterized protein
A0A1D8NC83	B0I71DRAFT_129672 YALI1_C30454g				HotDog domain-containing protein
A0A1D8NFI9	B0I71DRAFT_136675 YALI1_D26438g YALI2_D00726g	GO:0016021; GO:0022857		Membrane;Transmembrane;Transmembrane helix	MFS-type transporter (Major facilitator superfamily domain-containing protein)
A0A1D8NHW7	B0I71DRAFT_132933 YALI1_E12962g	GO:0005739		Mitochondrion	Protein DML1 (Protein dml1)
A0A1D8NKS3	B0I71DRAFT_127941 YALI1_E37157g YALI2_F00399g			Coiled coil	Uncharacterized protein
A0A371CAU3	B0I71DRAFT_129190 YALI2_D00083g	GO:0016491		Oxidoreductase	Oxidoreductase (EC 1.-.-.-)
A0A1H6Q9N3	B0I71DRAFT_131951 YALI1_D10424g YALI2_D00950g	GO:0003924; GO:0005525		Hydrolase;Nucleotide-binding	GTP-binding protein ypt1 (P-loop containing nucleoside triphosphate hydrolase protein)
A0A1H6PU74	YALI1_F17369g YALI2_F00724g	GO:0016192		Chromosomal rearrangement	Increased recombination centers protein 6
A0A1H6Q782	B0I71DRAFT_128066 YALI1_A19885g YALI2_A00400g	GO:0006614; GO:0048500			Signal recognition particle 9 kDa protein-domain-containing protein
A0A1D8NEC7	B0I71DRAFT_133094 YALI1_D15952g YALI2_D00858g	GO:0005840		Coiled coil;Ribonucleoprotein;Ribosomal protein	54S ribosomal protein L1 (Ribosomal protein L1-like protein)
A0A371C8A9	B0I71DRAFT_130959 YALI2_D00132g	GO:0000981; GO:0008270			Fungal-specific transcription factor domain-domain-containing protein
A0A1H6Q007	B0I71DRAFT_129871 YALI1_E30759g YALI2_E00515g	GO:0003677			SWI/SNF chromatin-remodeling complex subunit SWI1
A0A1H6Q4U6	B0I71DRAFT_2797 YALI1_C31047g YALI2_B00291g	GO:0016021		Membrane;Transmembrane;Transmembrane helix	Uncharacterized protein
A0A1H6Q2H4	YALI1_E24762g YALI2_E00422g	GO:0004767; GO:0005576		Hydrolase;Membrane;Signal-anchor;Transmembrane	Sphingomyelin phosphodiesterase 2 (EC 3.1.4.12)
A0A1D8NEB7	B0I71DRAFT_133083 YALI1_D15744g YALI2_D00255g	GO:0003723; GO:0003735; GO:0006412; GO:0015934; GO:0016740		Ribonucleoprotein;Ribosomal protein	54S ribosomal protein RML2 (Mitochondrial 54S ribosomal protein RML2)
A0A1D8NBL1	B0I71DRAFT_135699 YALI1_C25069g				Vacuolar import and degradation protein-domain-containing protein
A0A1H6PXK2	B0I71DRAFT_135092 YALI1_E39221g YALI2_F00534g	GO:0004639; GO:0005524; GO:0006189	PATHWAY: Purine metabolism; IMP biosynthesis via de novo pathway; 5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide from 5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxylate: step 1/2. {ECO:0000256|ARBA:ARBA00004672}.	ATP-binding;Ligase;Nucleotide-binding;Purine biosynthesis	Phosphoribosylaminoimidazole-succinocarboxamide synthase (EC 6.3.2.6) (SAICAR synthetase)
A0A371C0M1	B0I71DRAFT_135961 YALI2_E00977g	GO:0000287; GO:0003676; GO:0004523		Hydrolase	Ribonuclease H (EC 3.1.26.4)
A0A371C156	B0I71DRAFT_134888 YALI2_C01127g	GO:0000398; GO:0000974; GO:0005681; GO:0006281; GO:0016746; GO:0061630; GO:0070534	PATHWAY: Protein modification; protein ubiquitination. {ECO:0000256|RuleBase:RU367101}.	Acyltransferase;Coiled coil;DNA damage;DNA repair;Nucleus;Repeat;Spliceosome;Transferase;Ubl conjugation pathway;WD repeat;mRNA processing;mRNA splicing	Pre-mRNA-processing factor 19 (EC 2.3.2.27)
Q4W3A1	tra1 YALI1_E02744g	GO:0003677			Transposase
A0A1H6Q481	B0I71DRAFT_125188 YALI1_D00754g	GO:0005744; GO:0016021; GO:0030150		Membrane;Mitochondrion;Mitochondrion inner membrane;Protein transport;Signal;Transit peptide;Translocation;Transmembrane;Transmembrane helix;Transport	Mitochondrial import inner membrane translocase subunit Tim21
A0A1D8NEG3	YALI1_D16206g YALI2_D00852g	GO:0003676; GO:0008270		Metal-binding;Zinc;Zinc-finger	Bud site selection protein 20
A0A1D8NA96	B0I71DRAFT_38501 YALI1_C12140g YALI2_C00163g	GO:0003743		Initiation factor;Protein biosynthesis;Translation regulation	Eukaryotic translation initiation factor 2A (eIF-2A)
A0A1D8NLI7	B0I71DRAFT_126103 YALI1_F02697g	GO:0004672; GO:0005524			Wee1-like protein
A0A1H6PW59	B0I71DRAFT_131079 YALI1_A07290g YALI2_A00111g	GO:0016853		Isomerase	ClpP/crotonase-like domain-containing protein (Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase) (EC 5.3.3.-)
A0A1D8NEF6	B0I71DRAFT_137162 YALI1_D16756g YALI2_D00274g	GO:0016021		Membrane;Receptor;Transmembrane;Transmembrane helix	G protein-coupled glucose receptor regulating Gpa2-domain-containing protein (G protein-coupled receptor GPR1)
A0A1D8NHE7	B0I71DRAFT_173098 YALI1_E08043g				Uncharacterized protein
A0A1D8NI67	B0I71DRAFT_129080 YALI1_E15274g YALI2_E00251g	GO:0003735; GO:0005840; GO:0006412		Ribonucleoprotein;Ribosomal protein	54S ribosomal protein L41 (Ribosomal protein L23-domain-containing protein)
S5TMR9	cox1-I7 YALI1_M00131g6	GO:0004519; GO:0005739		Mitochondrion	LAGLIDADG_2 domain-containing protein
A0A1D8NLW0	B0I71DRAFT_126227 YALI1_F04980g	GO:0016021		Membrane;Transmembrane;Transmembrane helix	Uncharacterized protein
A0A1H6PKM3	YALI1_F24332g YALI2_F00395g	GO:0006811; GO:0016021; GO:0016491		Electron transport;Ion transport;Membrane;Oxidoreductase;Transmembrane;Transmembrane helix;Transport	Metalloreductase AIM14 (EC 1.16.1.-)
A0A1D8NHW6	YALI1_E12643g YALI2_E01558g	GO:0005507; GO:0005743; GO:0016021		Coiled coil;Membrane;Transmembrane;Transmembrane helix	Cytochrome c oxidase assembly protein COX11
A0A1D8NQQ4	B0I71DRAFT_168409 YALI1_F39199g				Uncharacterized protein
A0A1D8N7A3	B0I71DRAFT_91785 YALI1_B14044g	GO:0003824			ClpP/crotonase-like domain-containing protein
A0A1H6PZZ9	B0I71DRAFT_136825 YALI1_C17949g YALI2_B00117g	GO:0000166; GO:0003899; GO:0005634; GO:0006352; GO:0030880		Coiled coil;DNA-directed RNA polymerase;Nucleus;Transcription	DNA-directed RNA polymerase II subunit RPB4 (HRDC-like protein)
A0A1D8N8Y6	HAM1 YALI1_B29883g YALI2_C00595g	GO:0000166; GO:0005634; GO:0005737; GO:0009117; GO:0009204; GO:0035529; GO:0036218; GO:0046872		Cytoplasm;Hydrolase;Magnesium;Manganese;Metal-binding;Nucleotide metabolism;Nucleotide-binding;Nucleus	Inosine triphosphate pyrophosphatase (ITPase) (Inosine triphosphatase) (EC 3.6.1.9) (Non-canonical purine NTP pyrophosphatase) (Non-standard purine NTP pyrophosphatase) (Nucleoside-triphosphate diphosphatase) (Nucleoside-triphosphate pyrophosphatase) (NTPase)
A0A1H6PID9	B0I71DRAFT_127031 YALI1_B13483g YALI2_C00317g	GO:0018580; GO:0051213		Dioxygenase;Monooxygenase;Oxidoreductase	2-nitropropane dioxygenase (Nitronate monooxygenase) (EC 1.13.12.16)
A0A1D8NEP3	B0I71DRAFT_119173 YALI1_D18089g	GO:0000981; GO:0003677; GO:0006351; GO:0008270		Metal-binding;Zinc	Zn(2)-C6 fungal-type domain-containing protein
A0A1D8NHB5	B0I71DRAFT_163202 YALI1_E07178g	GO:0000770; GO:0005524; GO:0016021; GO:0016787; GO:0042626		ATP-binding;Hydrolase;Membrane;Nucleotide-binding;Transmembrane;Transmembrane helix	P-loop containing nucleoside triphosphate hydrolase protein
A0A1D8NP29	B0I71DRAFT_133324 YALI1_F24963g YALI2_F00585g	GO:0016021		Membrane;Transmembrane;Transmembrane helix	Putative sodium bile acid cotransporter
A0A1D8NMW8	B0I71DRAFT_114365 YALI1_F15141g	GO:0004806; GO:0016042		Hydrolase;Lipid degradation;Lipid metabolism;Signal	Triacylglycerol lipase (EC 3.1.1.3)
A0A1D8N5V3	B0I71DRAFT_168797 YALI1_B00419g				Glyco_hydro81C domain-containing protein
A0A1H6PNZ9	B0I71DRAFT_127611 YALI1_F28467g YALI2_E00660g	GO:0005786; GO:0006614; GO:0008312		Cytoplasm;Ribonucleoprotein;Signal recognition particle	Signal recognition particle SEC65 subunit (Signal recognition particle protein)
A0A1D8N386	B0I71DRAFT_135617 YALI1_A00683g			Coiled coil	Uncharacterized protein
A0A1D8NQC0	YALI1_F36094g YALI2_E00799g	GO:0016021; GO:0022857		Membrane;Transmembrane;Transmembrane helix	Transporter
